id,customer,product,price,sale_date
132,Michael Elliott,Keyboard,281.85,2024-01-11
133,Pamela Jackson,Laptop,716.41,2024-10-21
134,Ashley Weiss,Keyboard,279.0,2025-07-10
135,Alexander Collins,Tablet,894.1,2024-12-12
136,Jennifer Espinoza,Laptop,146.99,2023-09-29
137,Lori Garcia,Keyboard,389.2,2025-02-19
138,Lindsay Martinez,Headphones,709.35,2025-07-24
139,Hannah Patterson,Laptop,420.72,2024-05-01
140,Gloria Atkinson,Tablet,547.19,2025-03-28
141,Tyler Reid,Speaker,71.64,2025-04-01
142,Jessica Gross,Speaker,395.58,2025-07-10
143,Robert Medina,Mouse,946.6,2024-07-23
144,Nicholas Adams,Smartphone,858.16,2025-04-18
145,Angelica Keith,Mouse,386.58,2024-01-30
146,Leonard Gray,Smartphone,943.31,2023-08-25
147,Catherine Lewis,Monitor,755.94,2025-03-10
148,Spencer Haynes,Speaker,542.84,2024-02-22
149,Travis Miller,Printer,801.87,2025-01-12
150,Peter Vaughn DDS,Keyboard,493.35,2024-07-28
151,Anna Walker,Monitor,441.48,2024-12-22
152,Kevin Kennedy,Smartphone,394.97,2024-08-27
153,Patrick Rivera,Speaker,726.94,2024-12-30
154,David Martinez,Camera,920.35,2023-12-23
155,Joshua Gill,Mouse,538.78,2023-12-18
156,John Hardy,Speaker,595.97,2025-07-18
157,Diane Garcia,Smartphone,93.11,2023-12-24
158,Christopher Smith,Speaker,144.34,2024-08-29
159,William Tran,Camera,189.91,2024-12-26
161,Julie Alexander,Camera,333.58,2023-12-17
162,Todd Woods,Speaker,285.47,2025-03-27
163,Benjamin Soto,Speaker,259.75,2023-09-13
164,Justin Torres,Laptop,475.6,2025-07-31
165,Phillip Obrien,Printer,61.56,2025-03-05
166,Joseph Hayes,Tablet,231.98,2024-06-23
167,Wanda Torres,Laptop,783.42,2024-10-31
168,Natalie Meza,Smartphone,756.69,2024-01-03
169,Matthew Moore,Keyboard,207.37,2023-12-10
170,Aaron Hayes,Smartphone,625.12,2024-10-12
171,David Mann,Keyboard,134.96,2024-12-30
172,Michael Bradshaw,Laptop,568.33,2025-03-02
174,Maria Kerr,Tablet,176.11,2025-03-31
175,Christopher Parker,Mouse,964.1,2025-02-02
176,Donna Martinez,Laptop,780.01,2024-12-20
177,Terri Mason,Headphones,965.07,2024-07-30
178,Andrew Reynolds,Laptop,582.9,2024-03-27
179,Brandon Hayden,Monitor,580.04,2025-04-07
180,Tiffany Key,Speaker,402.69,2024-12-08
181,Andrew Avila,Keyboard,85.24,2024-07-13
182,Sydney White,Keyboard,110.88,2024-10-05
183,Katherine Davis,Monitor,851.79,2024-04-15
184,Michael Hodge,Mouse,807.47,2024-04-02
185,Donna Landry,Mouse,784.81,2025-03-21
186,Jordan Edwards,Tablet,537.42,2024-03-28
187,Jennifer Robertson,Tablet,78.27,2025-07-27
188,Kimberly Gutierrez,Tablet,22.53,2023-12-20
189,Peter Garrett,Speaker,824.11,2025-02-10
190,Joshua Pennington,Laptop,439.19,2024-06-20
191,Barbara Dudley,Tablet,639.23,2024-10-23
192,Christopher Pierce,Camera,710.24,2024-09-11
193,Willie Durham,Speaker,184.38,2024-07-07
194,Ronnie Jimenez,Printer,965.82,2025-01-09
195,Denise Davenport,Monitor,619.75,2025-07-21
196,Juan Reyes,Printer,776.9,2025-06-08
197,Sherry Shields,Camera,441.22,2024-02-22
198,Jennifer Villa,Mouse,275.71,2024-08-10
199,Diane Evans,Keyboard,832.42,2024-10-07
200,Mrs. Brittany Ryan MD,Laptop,286.14,2024-09-11
201,Jordan Morris,Camera,251.42,2023-12-20
202,Laura Hall,Camera,574.15,2025-02-21
203,Patrick Thornton,Speaker,343.03,2025-03-20
204,Matthew Hoover,Camera,852.44,2025-07-21
206,Jessica Fox,Monitor,346.94,2024-07-04
207,Jennifer Pena,Mouse,704.17,2023-11-25
208,Wayne Morgan,Monitor,560.23,2024-12-23
209,Sarah Phelps,Printer,948.58,2025-04-24
210,Eugene Higgins,Laptop,248.94,2025-02-10
211,Amanda Jones,Speaker,493.69,2024-11-08
212,Yolanda Francis,Keyboard,693.7,2024-06-17
213,Mark Brennan,Camera,453.69,2024-06-24
214,Stephanie Williams,Smartphone,102.12,2025-03-08
215,James Thomas,Keyboard,410.36,2024-08-27
216,Rebecca Jackson,Keyboard,313.14,2023-10-01
217,Lisa Allen,Mouse,375.33,2025-06-02
219,Robert Santana,Printer,337.48,2024-12-12
220,Jeremy Reed,Camera,278.21,2024-10-07
221,Jessica Wright,Monitor,238.23,2025-04-13
222,James Webb,Keyboard,322.39,2024-01-25
223,Laura Haney,Printer,951.37,2024-03-07
224,Mary Hill,Headphones,199.63,2024-09-21
225,Natasha Williams,Camera,283.73,2024-10-21
226,Tanner Mitchell DDS,Mouse,976.84,2024-10-21
227,Mark Oliver,Printer,600.82,2024-12-12
228,Mary Massey,Laptop,834.3,2024-11-06
229,Maria Parker,Monitor,235.21,2024-06-22
230,Morgan Davis,Headphones,309.24,2024-03-07
231,Casey Anderson,Printer,135.32,2024-09-02
232,Kiara Mcintyre,Smartphone,974.55,2025-04-03
233,Roger Olson,Printer,299.22,2025-03-16
234,Gina Wilson,Headphones,641.49,2025-07-08
235,Vincent Dalton,Camera,111.56,2025-01-15
236,Tracy Ballard,Smartphone,578.32,2024-04-28
237,Alexis Herrera,Camera,483.93,2024-07-02
238,Megan Richards,Tablet,192.52,2025-03-28
239,Ashley Hall,Smartphone,259.95,2023-08-23
240,Kristina Herman,Camera,122.95,2024-01-13
241,Rodney Blankenship,Laptop,406.7,2024-03-12
242,Charles Shah,Laptop,581.25,2024-03-14
243,Brent Clay Jr.,Smartphone,160.21,2024-07-01
244,Natalie Bautista,Mouse,949.63,2024-06-06
246,Jason Lynn Jr.,Printer,766.8,2024-05-01
247,Trevor Foley,Mouse,600.17,2023-10-16
248,Kimberly Levine,Mouse,233.43,2024-04-23
249,Colton Martinez,Printer,386.57,2025-04-15
250,Matthew May,Camera,304.38,2024-10-14
251,Richard Sanchez,Mouse,990.13,2023-11-05
252,Andrea Hubbard,Monitor,572.94,2024-01-03
253,Sergio Murphy,Smartphone,613.53,2023-11-20
254,April Garrison,Laptop,948.11,2023-11-18
255,David Thompson,Keyboard,629.26,2024-11-30
256,Adrian Tyler,Monitor,663.82,2024-01-25
257,Christopher Williams,Headphones,247.47,2025-01-28
259,Ashley Gordon,Speaker,456.0,2025-06-26
260,Richard Camacho,Mouse,475.21,2024-08-20
262,Michael Henry,Camera,80.47,2025-05-30
264,Mark Kelley,Speaker,123.63,2024-03-29
265,Kerry Chavez DDS,Keyboard,651.16,2023-10-16
266,Sarah Curtis,Monitor,828.36,2025-02-17
267,Cindy Hayes,Laptop,69.04,2024-01-19
268,Jesse Perry,Monitor,599.09,2023-10-13
269,Maurice Brooks,Mouse,921.98,2023-11-24
270,Andrea Decker,Camera,133.11,2023-10-12
271,Parker Cain,Monitor,702.74,2024-09-14
272,Kristina Rivera,Monitor,505.47,2023-11-02
273,Maurice Christensen,Camera,443.38,2025-04-30
274,Tracy Burke,Mouse,49.46,2024-04-18
275,Christy Douglas,Speaker,737.19,2024-01-15
276,Ryan Richardson,Mouse,257.86,2025-02-12
277,Renee Bruce,Laptop,236.64,2025-07-17
278,Lisa Day,Mouse,591.25,2023-08-24
279,Sandra Adams,Smartphone,999.58,2023-12-14
280,Ellen Morgan,Monitor,580.48,2023-08-09
281,Kylie Morales,Headphones,475.8,2023-11-16
282,Amanda Reese,Camera,916.91,2024-01-09
283,Glen Wood,Headphones,996.98,2025-01-13
284,Latoya Miller,Speaker,638.44,2023-09-12
285,Luke Craig,Camera,969.36,2024-02-19
286,Karla Ramos,Camera,354.48,2024-02-20
287,Ashley Jordan,Tablet,327.85,2024-02-28
288,Katelyn Estrada,Laptop,859.16,2023-09-07
289,Kyle Smith,Tablet,417.53,2024-03-12
290,Chad Scott,Camera,295.34,2024-03-31
291,Paul Thompson,Speaker,815.43,2024-05-08
292,Kathryn Whitaker,Printer,46.33,2025-03-16
293,Scott Williams,Laptop,321.37,2023-08-18
294,Shannon Johnston,Tablet,124.76,2024-09-27
295,Jennifer Wilson,Speaker,866.26,2023-08-20
296,Robert Montgomery,Smartphone,661.08,2025-04-04
297,Anita Richard,Printer,467.36,2024-01-29
298,Kelly Foster,Smartphone,195.71,2024-03-18
299,Gary Jackson,Tablet,626.41,2024-08-12
300,Jordan Bullock,Camera,629.15,2024-04-16
301,Sabrina Briggs,Smartphone,211.52,2024-01-24
302,Craig Morrison,Printer,139.7,2025-02-10
303,Cassandra Mejia,Monitor,443.73,2024-07-31
304,Olivia Cole,Camera,130.21,2025-06-10
305,Madison Weber,Mouse,801.32,2025-04-27
306,Brittany Jones,Headphones,317.64,2024-06-23
307,Donald Brown,Smartphone,556.73,2024-08-09
308,Jesse Brown,Laptop,232.45,2025-04-03
309,Sean Wyatt,Laptop,466.83,2024-10-27
310,Julie Spencer,Laptop,651.23,2025-03-05
311,Joanna Pacheco,Headphones,503.39,2024-11-23
312,John Hernandez,Monitor,513.78,2023-09-19
313,Steven Cooper,Monitor,421.34,2025-01-08
314,Carrie Wright,Camera,980.44,2024-06-20
315,Joseph Moore,Keyboard,462.22,2024-05-03
316,Jason Morgan,Headphones,389.75,2024-10-15
317,Maria Jones,Mouse,513.16,2023-10-13
318,Diane Cummings,Headphones,865.39,2024-11-26
319,Shelley Cook,Monitor,774.95,2024-10-03
320,Gregory Ponce,Speaker,346.48,2024-12-27
321,Kurt Hurley,Printer,274.5,2024-03-18
322,Rickey Li,Smartphone,290.01,2024-12-06
323,Nancy Jennings,Monitor,839.1,2024-08-23
324,Jessica Cox,Mouse,998.91,2024-04-26
325,Daniel Meza,Camera,866.61,2024-07-25
326,Chad Jones,Camera,543.19,2025-04-13
327,Randy Conley,Tablet,339.12,2025-05-11
328,George Miranda,Printer,383.44,2023-11-08
329,Christopher Guerra,Tablet,870.91,2025-02-18
330,Carol Kim,Keyboard,576.08,2024-05-31
331,Cynthia Wallace,Keyboard,857.45,2024-02-29
332,Joann Ferguson,Speaker,53.21,2024-03-18
333,Julie Conley,Camera,708.18,2024-04-29
334,Victoria Murray,Speaker,392.22,2024-02-26
335,Joseph Burch,Headphones,500.38,2025-03-24
336,Brenda Wright,Smartphone,134.98,2024-11-15
337,Kristen Garcia,Mouse,338.67,2025-04-14
338,Dominique Hines,Laptop,875.45,2024-02-20
339,Brittany Kim,Camera,108.71,2025-06-26
340,Jerry Bailey,Camera,25.19,2023-08-24
341,Jonathan Young,Headphones,415.88,2025-07-31
342,Alfred Galvan,Headphones,84.08,2025-04-09
343,Raven Taylor,Monitor,345.18,2024-03-01
344,Melissa Taylor,Speaker,653.34,2025-01-01
345,Aaron Miller,Tablet,853.82,2024-02-08
346,Kimberly Acosta,Printer,386.21,2024-08-24
347,Dwayne Turner,Tablet,630.53,2023-09-08
348,Riley Bryant,Camera,873.66,2023-10-25
349,Linda Smith,Smartphone,621.28,2024-08-15
350,Charles Patterson,Keyboard,634.85,2024-10-27
351,Jason Beck,Monitor,997.45,2023-10-06
352,Andrea Fox,Laptop,439.63,2024-08-09
353,Kristen Myers DDS,Laptop,762.77,2024-11-11
354,Mrs. Alexis Kramer,Laptop,449.24,2024-04-13
355,Lori Ingram,Monitor,904.39,2025-01-23
357,Richard Marshall,Monitor,364.88,2024-12-25
358,Robin Brown,Speaker,154.11,2025-02-22
359,Edward Williams,Printer,417.93,2023-12-28
360,Timothy Robertson,Headphones,178.28,2025-07-28
361,Dawn Mullins,Laptop,613.4,2023-12-22
362,Richard Glenn,Speaker,623.51,2024-04-03
363,Jacob Preston,Keyboard,502.69,2025-01-29
364,Jasmine Beltran,Mouse,151.69,2024-08-01
365,Tim Stone PhD,Camera,641.53,2025-01-17
366,Lance Short,Camera,262.77,2024-09-06
367,Bobby Guerrero,Smartphone,899.92,2024-03-16
368,Jessica Norris,Camera,902.2,2024-04-17
369,Sergio Gomez,Printer,166.4,2025-08-03
370,William Gould,Camera,945.78,2023-09-28
371,Heidi Owen,Mouse,306.16,2024-12-13
372,Brenda Lawson,Speaker,693.41,2025-02-26
373,Austin Osborne,Camera,846.85,2024-04-28
374,Keith Jacobs,Keyboard,999.38,2024-12-13
375,Jacqueline Hines,Camera,115.59,2024-09-27
377,Noah Porter,Monitor,31.72,2024-05-13
378,Deborah Green,Speaker,281.74,2024-06-26
379,Donna Hendricks DDS,Mouse,866.42,2023-11-02
380,Jodi Roach,Smartphone,911.51,2024-06-25
381,Michael Bruce,Camera,834.51,2024-03-25
382,Austin Daniels,Monitor,777.98,2025-05-17
383,Michelle Ho,Keyboard,610.99,2024-11-13
384,Katie Martinez,Tablet,226.81,2023-12-29
385,Richard Johnson,Keyboard,624.68,2024-09-12
387,Eric Key,Monitor,790.72,2025-01-11
388,Patricia Morrow,Smartphone,583.78,2023-09-27
389,Maria Cole,Headphones,99.23,2024-12-14
390,Shawn Deleon,Monitor,333.45,2024-11-14
391,Vincent Reynolds,Speaker,183.88,2025-05-31
392,Caleb Hernandez,Headphones,788.65,2023-12-03
393,Michael Reed,Tablet,535.54,2025-06-22
394,Sarah King,Monitor,832.17,2024-11-11
395,Beth Turner,Monitor,914.91,2024-08-28
396,Caroline David,Camera,967.71,2023-11-25
397,Michelle Jacobs,Monitor,749.09,2025-04-11
398,Samantha Johnson,Tablet,806.19,2023-09-07
399,Laura Curtis,Camera,963.26,2025-02-15
400,Mark Jimenez,Headphones,756.61,2024-11-05
401,Tyler Webb,Keyboard,861.54,2025-03-15
402,Elizabeth Jones,Speaker,967.6,2023-09-17
403,John Harris,Printer,372.12,2024-10-21
404,Nathan Gross,Speaker,23.78,2025-04-25
405,Bianca Wood,Printer,132.35,2024-09-18
406,John Adams,Tablet,676.1,2024-02-02
407,Dylan Cruz,Monitor,588.71,2024-10-27
408,Sean Moore,Tablet,117.26,2024-03-31
409,Emily Hines,Keyboard,476.76,2024-08-03
410,Kathleen Parker,Mouse,885.39,2023-08-21
411,Kathy Levy,Printer,334.73,2024-01-09
412,Anthony Simpson,Mouse,229.15,2025-05-10
413,Julie Herrera,Laptop,639.05,2025-04-15
414,Stephen Luna,Camera,910.29,2025-02-13
416,Angel Gordon,Headphones,54.89,2025-02-13
417,William Becker,Smartphone,311.32,2023-10-30
418,Jennifer Norton,Camera,124.96,2024-04-08
419,Nicole Gonzalez,Keyboard,888.39,2024-08-11
420,Amber Taylor,Headphones,394.76,2024-04-04
421,Jesus Obrien,Tablet,673.78,2024-08-15
422,Louis Martin,Printer,424.94,2025-07-29
423,Elizabeth Rogers,Headphones,886.56,2025-04-01
424,Michelle Evans,Laptop,835.36,2025-03-23
425,Michael Whitney,Mouse,414.03,2024-10-04
426,Molly Watts,Monitor,42.39,2023-08-24
427,Walter Patton,Tablet,225.1,2025-02-22
428,Mikayla Silva,Camera,951.05,2023-12-07
429,Lisa Randall,Tablet,108.36,2023-11-21
430,Amanda Vaughan,Tablet,549.02,2023-10-24
431,Erik Hernandez,Tablet,69.94,2024-12-21
432,Reginald Knapp,Monitor,197.91,2025-05-04
433,Amy Taylor,Laptop,949.52,2024-01-03
434,Matthew Fox,Camera,100.76,2024-03-21
435,Thomas Peterson,Keyboard,645.29,2024-04-19
436,Michelle Schneider,Mouse,971.38,2024-12-23
437,Cheryl Wright,Smartphone,788.93,2024-09-15
438,William Evans,Keyboard,988.93,2024-03-03
439,Michael Stewart,Mouse,213.15,2024-04-15
440,Rebecca Hill,Printer,215.09,2023-11-02
441,Jamie Baird,Keyboard,814.92,2025-03-25
442,Regina Roberts,Keyboard,335.27,2024-03-02
443,Hannah Ramos,Headphones,790.76,2024-02-08
445,Breanna Gilbert,Headphones,544.81,2024-10-06
446,Michael Schmidt,Headphones,118.83,2024-11-13
447,Jason Love,Smartphone,140.49,2023-10-17
448,Abigail Pierce,Tablet,792.08,2025-06-14
449,Timothy Johns,Keyboard,592.96,2024-07-19
450,Victor Morris,Smartphone,182.5,2024-11-19
451,Ann Andrews,Smartphone,135.49,2024-08-30
452,Taylor Gentry,Speaker,530.82,2023-12-10
453,Casey Gillespie,Laptop,481.48,2025-08-02
454,Jon Zuniga,Tablet,518.11,2025-07-08
455,Sherri Smith,Laptop,457.49,2024-09-23
456,William Mitchell,Keyboard,945.96,2025-07-28
457,Kathleen Mays,Smartphone,729.97,2025-04-18
458,Corey Rodriguez,Printer,308.61,2023-12-01
460,Laura Todd,Speaker,432.01,2023-12-11
461,Stephanie Wilcox,Laptop,495.37,2024-08-15
462,Michael Lopez,Camera,82.76,2023-11-15
463,David Green,Laptop,328.89,2024-01-24
464,Tiffany Turner,Headphones,75.03,2025-01-14
465,Matthew Schwartz,Monitor,628.07,2023-09-19
466,Eric Sullivan,Mouse,552.87,2024-08-06
467,Michele Collins,Tablet,387.1,2023-10-29
468,Elizabeth Mendez,Mouse,535.25,2024-01-12
469,Christian Adkins,Camera,510.5,2024-10-20
470,Joshua Ruiz,Speaker,108.19,2024-08-31
471,Colleen Wright,Laptop,854.26,2025-02-06
472,Angela Griffin,Printer,723.63,2024-12-31
473,Justin Brown,Keyboard,435.77,2024-09-08
474,Laura Hernandez,Keyboard,419.68,2024-03-31
476,Jordan Stokes,Tablet,432.5,2024-07-01
477,Joyce Brown,Monitor,380.56,2024-07-07
478,Miranda Foster,Headphones,689.95,2025-03-23
479,Laura Williams,Camera,76.46,2024-04-12
480,Zachary Michael,Laptop,102.3,2023-09-24
481,Amanda Ortiz,Laptop,747.14,2025-02-17
482,Veronica Brewer,Tablet,813.65,2024-06-07
484,Mary Ryan,Laptop,416.7,2024-11-24
485,Christopher Medina,Speaker,869.41,2024-08-25
486,Courtney Smith,Smartphone,968.71,2023-08-21
487,Michael Stephens,Mouse,319.32,2024-08-27
488,Danielle Reed,Laptop,582.14,2024-02-22
489,Molly Rodriguez,Keyboard,163.18,2025-03-18
490,Ralph Stephenson,Camera,232.0,2023-08-16
491,Brian Johnson,Laptop,356.61,2024-10-14
492,Amber Yang,Printer,373.89,2024-05-25
493,Daniel Shields,Monitor,578.36,2023-09-15
494,Donna Cabrera,Speaker,846.7,2025-01-20
495,Kyle Chambers,Mouse,617.44,2024-03-26
496,Charles Keller,Printer,35.99,2024-01-13
498,Lori Simmons,Monitor,922.32,2024-08-01
499,Teresa Powers,Tablet,16.04,2025-03-01
500,Jason Hernandez,Headphones,570.66,2024-05-06
501,Kara Atkinson,Speaker,78.89,2024-03-11
502,Renee Melendez,Smartphone,100.84,2024-09-19
503,Kristin Anderson,Printer,222.98,2024-01-29
504,Matthew Nielsen,Speaker,459.11,2025-04-15
505,Nathaniel Lee,Headphones,376.35,2024-02-17
506,Lindsey Russo,Tablet,779.07,2023-12-20
507,Misty Hansen,Mouse,600.26,2024-07-20
508,Felicia Krueger,Smartphone,164.02,2023-08-16
509,Tonya Wilson,Mouse,59.26,2025-08-04
510,David Munoz,Laptop,279.38,2024-01-01
511,Kristen Rowe,Speaker,490.81,2024-05-09
512,Heather Green,Camera,420.04,2024-08-13
513,Brett Zavala MD,Keyboard,757.39,2025-04-09
514,Jacqueline Gutierrez,Laptop,351.72,2024-09-19
515,Charles Green,Laptop,290.41,2025-06-18
516,Jennifer Hernandez,Mouse,491.77,2024-04-02
517,Roy Porter,Monitor,54.96,2024-11-25
518,Dawn Underwood,Speaker,984.6,2025-07-11
519,Katherine Jackson,Smartphone,17.61,2025-03-08
520,Nathan Freeman,Monitor,945.87,2025-06-05
522,Theresa Barnett,Tablet,128.78,2025-02-13
523,Ryan Hall,Camera,749.54,2025-01-02
524,Jonathan Brooks,Headphones,137.89,2024-10-29
526,Juan Smith,Laptop,403.1,2024-08-26
527,William Smith,Smartphone,441.86,2025-03-21
528,Renee Browning,Camera,921.95,2023-10-22
529,Chase Lee,Tablet,580.0,2024-08-23
530,Debra Sanders,Mouse,410.38,2024-05-03
531,Karl Branch,Speaker,296.62,2024-01-17
532,Sarah Valdez,Speaker,30.65,2025-04-23
533,Anna Gray,Tablet,180.15,2024-09-12
534,Adam Jackson,Mouse,465.5,2024-08-04
535,Richard Knight,Tablet,97.25,2025-04-23
536,Joseph Williams,Laptop,250.88,2024-01-06
537,Stacy Alvarez,Mouse,406.45,2023-09-08
538,Timothy Lam,Laptop,401.81,2024-09-19
539,Timothy Edwards,Monitor,748.35,2025-07-07
540,Nicole Marquez,Keyboard,339.74,2024-05-22
541,Christopher Allen,Headphones,85.62,2025-04-06
542,Steven Rivera,Laptop,535.3,2025-02-07
544,Amy Kim,Tablet,730.11,2025-04-09
545,Randy Friedman,Headphones,243.91,2024-05-20
546,Alyssa Nelson,Headphones,263.41,2025-07-30
547,Henry Pugh MD,Headphones,606.37,2024-12-13
548,Angelica Montgomery,Laptop,185.37,2025-03-10
549,Angela Moore,Camera,469.31,2025-01-06
550,Nancy Stewart,Mouse,762.28,2023-10-21
551,Eric Ward,Camera,684.32,2024-02-18
552,Cody Cole,Mouse,646.56,2024-09-13
554,Erika Cruz,Headphones,445.37,2024-03-05
555,Bradley Santana,Camera,447.79,2025-05-27
556,Laura Jackson,Monitor,798.37,2024-05-09
557,Eric Snyder,Mouse,65.61,2023-09-20
